"iteration","BBrand_2_class1","BBrand_3_class1","Bfeature_class1","Bprice*scale_class1","Bnone_class1","BBrand_2_class2","BBrand_3_class2","Bfeature_class2","Bprice*scale_class2","Bnone_class2","delta2"
5436,1.805072103,-2.999018174,0.1300975012,0.1881435988,-0.910700953,-0.1334439021,0.6836353276,0.04971779597,-1.437802212,3.191951222,0.5691847642
5437,1.783894643,-2.999328479,0.12286093,0.1863259573,-0.9165723858,-0.1156442309,0.6810165273,0.06910755507,-1.447822785,3.185028018,0.5829860073
5438,1.778581185,-3.003968696,0.1111176135,0.1750671408,-0.9161591956,-0.1144707394,0.7003739804,0.07385579933,-1.451247122,3.193293869,0.5744345269
5439,1.778581185,-3.003968696,0.1111176135,0.1750671408,-0.9161591956,-0.1144707394,0.7003739804,0.07385579933,-1.451247122,3.193293869,0.5744345269
5440,1.773216472,-2.995749741,0.1028863213,0.1836258481,-0.8976627808,-0.1208195443,0.6951930412,0.08558407228,-1.466725047,3.172831784,0.5702959197
5441,1.789637559,-2.9980633,0.08612822856,0.1758752569,-0.897082907,-0.1223140804,0.6959698875,0.08465324933,-1.458141151,3.20267508,0.5605989413
5442,1.789637559,-2.9980633,0.08612822856,0.1758752569,-0.897082907,-0.1223140804,0.6959698875,0.08465324933,-1.458141151,3.20267508,0.5605989413
5443,1.789357673,-3.03571945,0.07510366255,0.172814226,-0.8982043802,-0.1232828501,0.6892689985,0.07941068954,-1.479334529,3.222706608,0.5788070077
5444,1.796113296,-3.030612492,0.08701653749,0.1413705479,-0.8991928036,-0.1172463695,0.679831252,0.08031218866,-1.486382182,3.235805253,0.5930576617
5445,1.802762235,-3.000142461,0.08947577755,0.1179230061,-0.9022645549,-0.1127992148,0.6712521702,0.1025334828,-1.499768499,3.249642435,0.592960985
5446,1.802762235,-3.000142461,0.08947577755,0.1179230061,-0.9022645549,-0.1127992148,0.6712521702,0.1025334828,-1.499768499,3.249642435,0.592960985
5447,1.8255194,-3.014065216,0.07354818897,0.1085770617,-0.9019662047,-0.09923842099,0.6685186171,0.114640245,-1.517973712,3.247469373,0.5848041881
5448,1.824144983,-3.013600051,0.07297775215,0.08526359683,-0.8977590514,-0.1010210395,0.6662489215,0.08864886709,-1.486438276,3.270045045,0.5722658713
5449,1.824144983,-3.013600051,0.07297775215,0.08526359683,-0.8977590514,-0.1010210395,0.6662489215,0.08864886709,-1.486438276,3.270045045,0.5722658713
5450,1.824144983,-3.013600051,0.07297775215,0.08526359683,-0.8977590514,-0.1010210395,0.6662489215,0.08864886709,-1.486438276,3.270045045,0.5722658713
5451,1.824144983,-3.013600051,0.07297775215,0.08526359683,-0.8977590514,-0.1010210395,0.6662489215,0.08864886709,-1.486438276,3.270045045,0.5722658713
5452,1.830568383,-3.01424773,0.06570717407,0.1125246022,-0.8926288565,-0.09341996451,0.680495814,0.104914896,-1.480926692,3.258833415,0.5664224511
5453,1.821497157,-3.011747499,0.06998138645,0.1292072768,-0.9004367494,-0.1091615122,0.692373327,0.1146386823,-1.49030901,3.245033356,0.5517546333
5454,1.833702629,-3.012457798,0.07579160437,0.1163909972,-0.8863361247,-0.1011625037,0.7149073971,0.09746000148,-1.47702829,3.225438539,0.5369163017
5455,1.802785084,-3.009252993,0.09035222845,0.1022924486,-0.9029481322,-0.1407780845,0.7419599488,0.09015669505,-1.483214977,3.232804701,0.5177917232
5456,1.802785084,-3.009252993,0.09035222845,0.1022924486,-0.9029481322,-0.1407780845,0.7419599488,0.09015669505,-1.483214977,3.232804701,0.5177917232
5457,1.789458621,-2.985331662,0.1199589094,0.1059816809,-0.903650541,-0.1511248086,0.738849256,0.06931016025,-1.479036159,3.229461217,0.5095236118
5458,1.809073356,-2.990760727,0.1127387148,0.1351494299,-0.8897524847,-0.1469732277,0.7547432598,0.06694290629,-1.485530548,3.22570826,0.5329912605
5459,1.806275504,-2.965825282,0.120103388,0.1500191626,-0.8935226945,-0.1501803221,0.7539049511,0.09031597218,-1.488397239,3.22506426,0.5486205874
5460,1.809202562,-2.952180054,0.1169227793,0.1698768076,-0.8967705712,-0.1313052981,0.764425036,0.07466093375,-1.517760662,3.22169586,0.5394983109
5461,1.809202562,-2.952180054,0.1169227793,0.1698768076,-0.8967705712,-0.1313052981,0.764425036,0.07466093375,-1.517760662,3.22169586,0.5394983109
5462,1.811916357,-2.969995341,0.1504807212,0.2056159942,-0.8808876873,-0.124971723,0.7789466737,0.06789586854,-1.53633114,3.243838653,0.5587576897
5463,1.811916357,-2.969995341,0.1504807212,0.2056159942,-0.8808876873,-0.124971723,0.7789466737,0.06789586854,-1.53633114,3.243838653,0.5587576897
5464,1.83641369,-2.96313489,0.1421102961,0.2028198184,-0.8821323484,-0.10763059,0.8059310762,0.07219985113,-1.542313338,3.243394378,0.5562810483
5465,1.837847307,-2.962647958,0.1381283038,0.2140070625,-0.9053359575,-0.1267601345,0.8094959821,0.07075865367,-1.539175937,3.237026474,0.5198528881
5466,1.837847307,-2.962647958,0.1381283038,0.2140070625,-0.9053359575,-0.1267601345,0.8094959821,0.07075865367,-1.539175937,3.237026474,0.5198528881
5467,1.842802079,-2.977220192,0.1259100633,0.2213746841,-0.9039805954,-0.1366832918,0.8437393524,0.05850867982,-1.551853058,3.21257745,0.5295555108
5468,1.83822352,-2.986064521,0.1000115,0.1974801349,-0.8954209895,-0.1634711985,0.8375974687,0.03649175616,-1.534726384,3.201824855,0.5381514146
5469,1.823409654,-3.001675887,0.09262680187,0.204715228,-0.9098737008,-0.152023793,0.8403019342,0.03613162862,-1.516615021,3.206700565,0.5546845571
5470,1.823409654,-3.001675887,0.09262680187,0.204715228,-0.9098737008,-0.152023793,0.8403019342,0.03613162862,-1.516615021,3.206700565,0.5546845571
5471,1.820493788,-3.000178112,0.09060543096,0.2181175494,-0.8883653713,-0.1516077704,0.8420337576,0.04057712358,-1.493980757,3.184818035,0.5470879634
5472,1.825792315,-3.027237605,0.07559758051,0.2197291471,-0.8982190446,-0.1750394652,0.8685973002,0.06269811538,-1.490714093,3.196049386,0.5550000868
5473,1.815715422,-2.994319934,0.09563346099,0.1909229518,-0.8976584874,-0.1831939874,0.8993289357,0.07681867537,-1.499773384,3.186919862,0.575030575
5474,1.780432333,-2.99268218,0.08630413748,0.223757,-0.9012238739,-0.179479282,0.9013945634,0.07805400681,-1.509914049,3.161602241,0.5683155302
5475,1.780432333,-2.99268218,0.08630413748,0.223757,-0.9012238739,-0.179479282,0.9013945634,0.07805400681,-1.509914049,3.161602241,0.5683155302
5476,1.810857425,-2.991506345,0.09766493256,0.2289621757,-0.8868488005,-0.1622379534,0.91086624,0.05784240297,-1.520591273,3.189674241,0.5716077159
5477,1.792455596,-2.954150028,0.1193726727,0.1942737995,-0.8883544066,-0.150028217,0.8944516707,0.06687870517,-1.522533193,3.166147825,0.5722713166
5478,1.792455596,-2.954150028,0.1193726727,0.1942737995,-0.8883544066,-0.150028217,0.8944516707,0.06687870517,-1.522533193,3.166147825,0.5722713166
5479,1.792455596,-2.954150028,0.1193726727,0.1942737995,-0.8883544066,-0.150028217,0.8944516707,0.06687870517,-1.522533193,3.166147825,0.5722713166
5480,1.792455596,-2.954150028,0.1193726727,0.1942737995,-0.8883544066,-0.150028217,0.8944516707,0.06687870517,-1.522533193,3.166147825,0.5722713166
5481,1.812733207,-2.965794872,0.1047306996,0.1887342021,-0.8938598854,-0.120037426,0.8961126354,0.07813191532,-1.543233542,3.164357847,0.5543640946
5482,1.795735748,-2.957017958,0.1136737705,0.158708152,-0.9311788553,-0.1163006281,0.9193882095,0.0526066785,-1.538119574,3.147037334,0.5341913396
5483,1.813142187,-2.994696354,0.09795902543,0.156449137,-0.9037508085,-0.1114285069,0.9082637946,0.05710515899,-1.545599548,3.15429002,0.5507650066
5484,1.833296567,-3.002366426,0.09155428789,0.1687836212,-0.888584071,-0.07787882156,0.9089389003,0.05502030861,-1.52744566,3.142459172,0.5395211395
5485,1.832237094,-2.99767493,0.09097209152,0.2052939198,-0.8650818112,-0.07695016006,0.8941225527,0.04942450821,-1.52827214,3.150545502,0.5529123318
5486,1.832237094,-2.99767493,0.09097209152,0.2052939198,-0.8650818112,-0.07695016006,0.8941225527,0.04942450821,-1.52827214,3.150545502,0.5529123318
5487,1.8216205,-3.010942598,0.09460111369,0.2093843123,-0.8467134718,-0.08449333794,0.8936647873,0.03691154929,-1.54136168,3.179452322,0.5451166343
5488,1.812031193,-2.977084671,0.09579529402,0.2137818573,-0.8391825438,-0.08904492169,0.9039883428,0.02889790645,-1.55705622,3.162085735,0.5576604444
5489,1.809075105,-2.991719375,0.09155523595,0.1972208524,-0.8238310691,-0.06595784773,0.9098488832,0.03337793043,-1.556538062,3.15472072,0.5346415844
5490,1.811261866,-3.030044772,0.09218541911,0.2075488106,-0.799169153,-0.03454170308,0.9054918524,0.07289426698,-1.574157905,3.177239855,0.5186848539
5491,1.811261866,-3.030044772,0.09218541911,0.2075488106,-0.799169153,-0.03454170308,0.9054918524,0.07289426698,-1.574157905,3.177239855,0.5186848539
5492,1.796317721,-3.031422304,0.08304984896,0.1809684687,-0.7743013461,-0.005762153043,0.9051876951,0.08965913723,-1.561421312,3.162463119,0.5245975043
5493,1.791082628,-3.021337496,0.08738623009,0.1927195849,-0.7616374699,0.01243945595,0.9006398987,0.07405011785,-1.54835732,3.14356783,0.5210110576
5494,1.779633786,-2.99934293,0.06585085477,0.1910006278,-0.7465637453,-0.01680088789,0.9052043063,0.0708730247,-1.563251954,3.175008148,0.5437598297
5495,1.787465227,-2.995841745,0.04583337047,0.2114779879,-0.7570133902,0.008797224544,0.8961374906,0.07387399347,-1.555708344,3.135297987,0.537745671
5496,1.776226453,-3.019259747,0.02403821869,0.2030980432,-0.7713221733,0.008869872874,0.879893875,0.07148095442,-1.586241231,3.145516932,0.5460451976
5497,1.769223448,-3.00858625,0.0475861757,0.1850661503,-0.7495448492,0.02676266615,0.8692573997,0.08374406573,-1.570951404,3.170755705,0.5423586877
5498,1.769223448,-3.00858625,0.0475861757,0.1850661503,-0.7495448492,0.02676266615,0.8692573997,0.08374406573,-1.570951404,3.170755705,0.5423586877
5499,1.765164342,-2.992373617,0.0583651995,0.2022697475,-0.7259339087,0.007363343219,0.8246629375,0.08320994055,-1.585009187,3.176534841,0.5353019365
5500,1.765164342,-2.992373617,0.0583651995,0.2022697475,-0.7259339087,0.007363343219,0.8246629375,0.08320994055,-1.585009187,3.176534841,0.5353019365
5501,1.760846822,-2.964535836,0.05707997512,0.1726311632,-0.748183788,0.02638603836,0.7976305089,0.09769180981,-1.561685243,3.159818677,0.5281579783
5502,1.760846822,-2.964535836,0.05707997512,0.1726311632,-0.748183788,0.02638603836,0.7976305089,0.09769180981,-1.561685243,3.159818677,0.5281579783
5503,1.759652488,-2.975508515,0.05690878874,0.1725886149,-0.7724256096,0.02485505233,0.8152528698,0.08902071452,-1.53411593,3.163139159,0.5030670085
5504,1.75077399,-2.982536138,0.06969349848,0.1740545227,-0.7805184869,0.0239292146,0.8065255419,0.06709982316,-1.535635721,3.157398217,0.4769156667
5505,1.750482202,-2.978399891,0.06786016467,0.211110707,-0.7735862154,0.0399010226,0.8211111367,0.04554015291,-1.526753703,3.164269171,0.4835911715
5506,1.71970096,-3.00022625,0.07419028544,0.2166043577,-0.7750085998,0.03992742644,0.8382917399,0.03414406986,-1.518979587,3.14413915,0.4767870475
5507,1.702145685,-2.970532551,0.07980409963,0.2520863874,-0.7899458458,0.0382172959,0.8304377337,0.02280402198,-1.484803476,3.134492138,0.4606431309
5508,1.702145685,-2.970532551,0.07980409963,0.2520863874,-0.7899458458,0.0382172959,0.8304377337,0.02280402198,-1.484803476,3.134492138,0.4606431309
5509,1.693875482,-2.959336794,0.04899169278,0.2608529412,-0.7763590393,0.0546174793,0.8118226705,0.04116985632,-1.49714244,3.117931295,0.4596042867
5510,1.693115946,-2.978237155,0.06930682685,0.2424757886,-0.7709927232,0.05385793533,0.8149273005,0.0185977499,-1.511406979,3.123902902,0.4633822051
5511,1.713362043,-2.991797901,0.06952475485,0.2455024644,-0.7628873169,0.06051011112,0.8172454007,0.03330845421,-1.495354585,3.130216324,0.4797301346
5512,1.714961415,-2.993317641,0.07502562586,0.2210288465,-0.7782550981,0.05016147347,0.8051475755,-0.01103667172,-1.487179864,3.138840954,0.5195385273
5513,1.714961415,-2.993317641,0.07502562586,0.2210288465,-0.7782550981,0.05016147347,0.8051475755,-0.01103667172,-1.487179864,3.138840954,0.5195385273
5514,1.714961415,-2.993317641,0.07502562586,0.2210288465,-0.7782550981,0.05016147347,0.8051475755,-0.01103667172,-1.487179864,3.138840954,0.5195385273
5515,1.703181321,-2.996498026,0.09932576525,0.2163607874,-0.7935211736,0.04316979079,0.7960808754,-0.05066937324,-1.474083905,3.180721741,0.4693481067
5516,1.721049634,-2.989986871,0.08874349939,0.2041125365,-0.7999868041,0.04246421785,0.7913346192,-0.0542490001,-1.461374539,3.142572304,0.5023840158
5517,1.716255334,-2.989616916,0.05289576559,0.2015526771,-0.7980521103,0.05741058599,0.7751343234,-0.03510104502,-1.436379656,3.124134749,0.5172864291
5518,1.725710116,-3.001078551,0.06279309873,0.22409913,-0.7662804753,0.06099745538,0.7622356056,-0.03023158102,-1.39058283,3.129959129,0.5046506966
5519,1.752978034,-3.015381298,0.03436083903,0.1996148584,-0.7669448288,0.0614148805,0.7708363082,-0.02205308725,-1.372516502,3.116434838,0.4841614801
5520,1.752978034,-3.015381298,0.03436083903,0.1996148584,-0.7669448288,0.0614148805,0.7708363082,-0.02205308725,-1.372516502,3.116434838,0.4841614801
5521,1.751392673,-2.989735646,0.03382494107,0.2100313091,-0.7713633672,0.07173157687,0.7926217563,-0.03817589803,-1.383008261,3.135711702,0.478764577
5522,1.759057096,-2.993450265,0.009099982951,0.1910323201,-0.7384636964,0.03785696211,0.8088857628,-0.05221107641,-1.410842845,3.148443495,0.4979802565
5523,1.758252979,-3.010478871,0.02410420847,0.1804922257,-0.7484632365,0.03762468168,0.8066797113,-0.05580063874,-1.425534772,3.145205009,0.5039740247
5524,1.756680917,-2.981863245,0.02914218679,0.1772850548,-0.748346312,0.03370786549,0.7955551572,-0.06158275509,-1.453281375,3.155037018,0.5188743252
5525,1.745613503,-2.988372824,0.02172147788,0.1709376123,-0.736236425,0.03241334157,0.7525410395,-0.07795416967,-1.479945715,3.148288593,0.5280770831
5526,1.749855984,-2.986667936,-0.009388446713,0.190673707,-0.7341922904,0.08371998697,0.7408260466,-0.05632310454,-1.478972794,3.150978365,0.5397814213
5527,1.728149159,-2.979568876,0.003416572794,0.1879738002,-0.7223447339,0.07578449453,0.719106058,-0.05233062338,-1.490902773,3.117533197,0.5583534548
5528,1.74160425,-2.9854743,-0.0142667555,0.1879283838,-0.7255667346,0.07699407566,0.7183269721,-0.02927941443,-1.487093722,3.120039088,0.5903133238
5529,1.750856816,-3.013803447,-0.04067613995,0.1809439657,-0.760193529,0.07822014052,0.6943962625,-0.0002090836772,-1.509057199,3.102431679,0.5546749403
5530,1.750856816,-3.013803447,-0.04067613995,0.1809439657,-0.760193529,0.07822014052,0.6943962625,-0.0002090836772,-1.509057199,3.102431679,0.5546749403
5531,1.780095192,-3.017303315,-0.06211191301,0.1972922031,-0.7631656413,0.0821272333,0.6958254129,-0.003819950665,-1.488475593,3.110724339,0.5356991752
5532,1.80269406,-3.020977934,-0.05006488934,0.194385735,-0.8177765591,0.1037251621,0.7180367764,0.006111486134,-1.448249107,3.084334859,0.5384040616
5533,1.751978354,-3.010617166,-0.04791589747,0.2134052451,-0.8241046061,0.08325885642,0.7484997897,-0.01871677998,-1.462104688,3.066117108,0.5404603114
5534,1.751182537,-2.993972042,-0.03236297257,0.2301010386,-0.8564610487,0.06685149469,0.7433078463,-0.01209319778,-1.475378996,3.058647846,0.511864151
5535,1.733927476,-2.986666538,-0.01039413211,0.2318280962,-0.8558507172,0.07608782532,0.7453333333,-0.009384228463,-1.459950255,2.998299917,0.5263478822
5536,1.722953211,-2.983539109,-0.03670494546,0.2337900717,-0.8606450876,0.08596398217,0.7043502422,-0.01865254518,-1.460787045,3.022236338,0.5260245423
5537,1.739531463,-2.979639422,-0.03665958627,0.220853656,-0.8420301148,0.0612396152,0.7253474334,-0.006842943035,-1.478077725,3.038192939,0.5350610305
5538,1.713690969,-2.968980196,-0.04367903981,0.2208367853,-0.813443392,0.06696603245,0.730861999,0.01094062491,-1.466217201,3.039018365,0.5405055078
5539,1.713690969,-2.968980196,-0.04367903981,0.2208367853,-0.813443392,0.06696603245,0.730861999,0.01094062491,-1.466217201,3.039018365,0.5405055078
5540,1.707625515,-2.962073067,-0.067674701,0.2165319179,-0.8355624646,0.03423852105,0.7280321008,-0.005774117323,-1.464968476,3.050315802,0.5557424657
5541,1.710055289,-2.977921603,-0.0582897402,0.2059298307,-0.8393234878,0.05923306463,0.728510739,-0.03452179339,-1.448970535,3.041026041,0.5454005984
5542,1.717722344,-2.985082181,-0.0563861498,0.2157379169,-0.8431697678,0.06123250288,0.7261271381,-0.03754989808,-1.445650756,3.019586629,0.555648521
5543,1.705011742,-2.98340571,-0.1040436526,0.2151407492,-0.8444440678,0.07209342033,0.7103924997,-0.04147649965,-1.463441397,3.003643496,0.5346793678
5544,1.716048852,-2.993426707,-0.07789300997,0.2178484189,-0.8431569135,0.04309367203,0.6908544746,-0.06971865744,-1.479814637,3.006705655,0.5322213886
5545,1.716048852,-2.993426707,-0.07789300997,0.2178484189,-0.8431569135,0.04309367203,0.6908544746,-0.06971865744,-1.479814637,3.006705655,0.5322213886
5546,1.709827804,-3.02655351,-0.07821919069,0.2117082749,-0.8112798985,0.05405473365,0.6869855713,-0.06744158228,-1.490079129,3.011652665,0.5657059664
5547,1.72262085,-3.043287307,-0.05264988749,0.2147545437,-0.7940788519,0.04220919261,0.6967408323,-0.08151024242,-1.485008953,3.034055342,0.5614084584
5548,1.727357597,-3.04492133,-0.04729065933,0.2026400757,-0.805880194,0.05571175997,0.6977069566,-0.1021361843,-1.490231252,3.01504961,0.5720104748
5549,1.727357597,-3.04492133,-0.04729065933,0.2026400757,-0.805880194,0.05571175997,0.6977069566,-0.1021361843,-1.490231252,3.01504961,0.5720104748
5550,1.734753917,-3.010360411,-0.04084324636,0.2081625333,-0.7924561398,0.04276917119,0.7188643948,-0.08718012072,-1.502879357,3.019585571,0.5953752918
5551,1.717472108,-3.012883154,-0.005713908281,0.1700462386,-0.7938437102,0.03664209923,0.7289429574,-0.09386007479,-1.513401532,3.034524954,0.5822532875
5552,1.717472108,-3.012883154,-0.005713908281,0.1700462386,-0.7938437102,0.03664209923,0.7289429574,-0.09386007479,-1.513401532,3.034524954,0.5822532875
5553,1.717472108,-3.012883154,-0.005713908281,0.1700462386,-0.7938437102,0.03664209923,0.7289429574,-0.09386007479,-1.513401532,3.034524954,0.5822532875
5554,1.702382805,-3.008573245,-0.02374596398,0.17266022,-0.7504931886,0.04592846979,0.7331897303,-0.07778555456,-1.519137638,3.032161963,0.6049776535
5555,1.713812854,-3.003993747,-0.0357225755,0.1605310728,-0.7476159817,0.05182898039,0.7425361656,-0.05914971565,-1.545870137,3.05278645,0.6122268041
5556,1.686091099,-2.985730927,-0.02860194492,0.1486276764,-0.731944762,0.04345016687,0.7706669706,-0.06526391045,-1.55674483,3.051285637,0.626843337
5557,1.68229728,-2.960149263,-0.003428639825,0.1338693517,-0.7371610668,0.03669156959,0.7837106254,-0.07503999037,-1.563686244,3.010263735,0.6224601822
5558,1.691260546,-2.952787337,-0.004004320148,0.1360367687,-0.7532833759,0.01645259598,0.7645705128,-0.02486906205,-1.592629757,3.020695102,0.6268824267
5559,1.677713805,-2.92368311,-0.006797094046,0.1482496632,-0.7710064456,0.003335241971,0.7379039194,-0.02266434401,-1.610913145,3.052059262,0.6262687743
5560,1.677713805,-2.92368311,-0.006797094046,0.1482496632,-0.7710064456,0.003335241971,0.7379039194,-0.02266434401,-1.610913145,3.052059262,0.6262687743
5561,1.677713805,-2.92368311,-0.006797094046,0.1482496632,-0.7710064456,0.003335241971,0.7379039194,-0.02266434401,-1.610913145,3.052059262,0.6262687743
5562,1.68668514,-2.931519454,0.008779600665,0.1485836012,-0.7772520382,0.03262333318,0.7282428668,-0.01011473837,-1.626564225,3.06105848,0.6502211143
5563,1.697721597,-2.940732504,0.02675183662,0.1574034733,-0.7657465054,0.01186575251,0.753945518,-0.01085269741,-1.58603649,3.027055043,0.6733904856
5564,1.697721597,-2.940732504,0.02675183662,0.1574034733,-0.7657465054,0.01186575251,0.753945518,-0.01085269741,-1.58603649,3.027055043,0.6733904856
5565,1.696831475,-2.929295025,0.01456725934,0.1597616552,-0.7854378141,-0.02458296054,0.7457557317,0.006386421218,-1.522317079,3.009386283,0.6959472556
5566,1.71111128,-2.917402496,0.01633920425,0.1572736289,-0.7903440987,-0.004520526282,0.72405061,-0.02155450832,-1.544585965,3.001777819,0.7236353591
5567,1.71111128,-2.917402496,0.01633920425,0.1572736289,-0.7903440987,-0.004520526282,0.72405061,-0.02155450832,-1.544585965,3.001777819,0.7236353591
5568,1.700665876,-2.916584935,0.01845224017,0.1765280232,-0.7781650008,-0.02686028162,0.7358342362,-0.03802556892,-1.543892898,3.006519209,0.7355125319
5569,1.698658747,-2.910397999,0.02943526832,0.1686601373,-0.7778139994,-0.04013356906,0.7323000729,-0.02472035054,-1.550959221,3.000676522,0.7000671623
5570,1.698658747,-2.910397999,0.02943526832,0.1686601373,-0.7778139994,-0.04013356906,0.7323000729,-0.02472035054,-1.550959221,3.000676522,0.7000671623
5571,1.691374914,-2.918754679,0.04418406018,0.1994492098,-0.7672706152,-0.04326241274,0.7444219183,-0.0295358459,-1.545027833,3.010362914,0.7023714703
5572,1.703686928,-2.904457259,0.0192427946,0.1792547798,-0.7564866403,-0.06081000042,0.7212365621,-0.02119053588,-1.564879576,3.014554678,0.7104837624
5573,1.703686928,-2.904457259,0.0192427946,0.1792547798,-0.7564866403,-0.06081000042,0.7212365621,-0.02119053588,-1.564879576,3.014554678,0.7104837624
5574,1.679617693,-2.907219051,0.01888670688,0.2045885739,-0.7566927018,-0.05909783547,0.734231946,-0.01167282393,-1.580441705,2.998574991,0.7099029849
5575,1.698466355,-2.925130658,0.0220179066,0.195902004,-0.7620837934,-0.06392901679,0.7375683293,-0.02698488289,-1.585643679,3.010250848,0.7321172085
5576,1.698466355,-2.925130658,0.0220179066,0.195902004,-0.7620837934,-0.06392901679,0.7375683293,-0.02698488289,-1.585643679,3.010250848,0.7321172085
5577,1.692810998,-2.924870536,0.0194337082,0.1959123338,-0.7969984777,-0.06885743663,0.7091908885,-0.01040927006,-1.593716641,2.994936836,0.7199621077
5578,1.706652943,-2.938680738,0.006572677142,0.212350614,-0.7842385408,-0.06813137392,0.6885481102,0.007604339584,-1.592472951,2.985474148,0.7033052838
5579,1.686839798,-2.934939448,-0.001058746293,0.210152178,-0.7988387863,-0.08315680293,0.6694043576,0.006016307264,-1.597212619,2.994911555,0.7165686137
5580,1.686839798,-2.934939448,-0.001058746293,0.210152178,-0.7988387863,-0.08315680293,0.6694043576,0.006016307264,-1.597212619,2.994911555,0.7165686137
5581,1.655099907,-2.939027474,-0.001543984391,0.2134566402,-0.8189647746,-0.09440279606,0.6352233636,0.003999212107,-1.586456122,2.989744407,0.7095409587
5582,1.643457824,-2.946447073,0.005137948102,0.2119422263,-0.788324719,-0.08075732504,0.611889191,0.01895564533,-1.576932679,3.003283552,0.6921905099
5583,1.659421366,-2.935563214,-0.03976831807,0.207685351,-0.8034321899,-0.05336675963,0.6090281347,0.03381198343,-1.573514475,2.987822977,0.6874208939
5584,1.683684849,-2.957316325,-0.03065432169,0.2069920937,-0.8223069842,-0.08339972773,0.6270043987,0.01322120324,-1.577910056,2.997892742,0.685086932
5585,1.718162936,-2.973704497,-0.02288632605,0.1707668389,-0.822284968,-0.05576275169,0.6269828677,-0.0005211223044,-1.559484166,3.008759948,0.6579368239
5586,1.741763986,-3.0198785,-0.03265056125,0.1828143368,-0.821033805,-0.05983300792,0.6080969052,0.01883541944,-1.554888361,3.022876656,0.6813587302
5587,1.746056653,-3.024655633,-0.03223080454,0.2054107527,-0.8098937933,-0.03823104674,0.6051057837,0.04297203508,-1.541150485,3.022052,0.6818260463
5588,1.726753566,-3.022608734,-0.04431218846,0.1920883071,-0.7912389511,-0.05113436788,0.5938590934,0.05223268631,-1.522052099,3.006263884,0.6835289977
5589,1.721667208,-3.018031813,-0.0721092963,0.1717674343,-0.8009635956,-0.09349787431,0.5668631624,0.04575074973,-1.547186942,3.030932467,0.6781735237
5590,1.74125244,-3.020353557,-0.07471288926,0.1549020541,-0.8143654455,-0.08071406451,0.5944342965,0.02810124915,-1.550755633,3.059393347,0.6613889211
5591,1.727538177,-3.031505662,-0.05284602465,0.1658476916,-0.805686252,-0.08187821478,0.608473076,0.004358274282,-1.581482921,3.072374868,0.6494582898
5592,1.727538177,-3.031505662,-0.05284602465,0.1658476916,-0.805686252,-0.08187821478,0.608473076,0.004358274282,-1.581482921,3.072374868,0.6494582898
5593,1.738061985,-3.017497824,-0.07873718587,0.1515868267,-0.8132203119,-0.09761051073,0.5891599273,0.01344588318,-1.598626146,3.081966773,0.6159653398
5594,1.734618514,-3.021149079,-0.06556052692,0.1639895536,-0.816238763,-0.05316835854,0.5965617504,-0.008058769277,-1.616023544,3.087623409,0.6559161933
5595,1.734618514,-3.021149079,-0.06556052692,0.1639895536,-0.816238763,-0.05316835854,0.5965617504,-0.008058769277,-1.616023544,3.087623409,0.6559161933
5596,1.726770915,-3.02627722,-0.04843083614,0.1661007811,-0.8007815102,-0.03054603531,0.599027674,0.001282960871,-1.620413958,3.120243921,0.6801188677
5597,1.733583622,-3.048584345,-0.03518201877,0.1780381473,-0.791694087,-0.04295779362,0.5778988174,0.002620965145,-1.605264367,3.101983993,0.7043450267
5598,1.739952836,-3.053908352,-0.03452895848,0.1993906435,-0.7975322782,-0.004671352168,0.5965515013,0.01643222433,-1.603953191,3.11637326,0.6898146644
5599,1.739952836,-3.053908352,-0.03452895848,0.1993906435,-0.7975322782,-0.004671352168,0.5965515013,0.01643222433,-1.603953191,3.11637326,0.6898146644
5600,1.752499823,-3.039674309,-0.01487507705,0.2005499969,-0.7829108459,0.001035964265,0.585436519,0.02850329099,-1.591043913,3.106916738,0.689266599
5601,1.752499823,-3.039674309,-0.01487507705,0.2005499969,-0.7829108459,0.001035964265,0.585436519,0.02850329099,-1.591043913,3.106916738,0.689266599
5602,1.722314928,-3.023160992,-0.003465203843,0.1698192011,-0.8155989178,0.002400277016,0.5673593948,0.02383184351,-1.583392922,3.09675282,0.6612995481
5603,1.722314928,-3.023160992,-0.003465203843,0.1698192011,-0.8155989178,0.002400277016,0.5673593948,0.02383184351,-1.583392922,3.09675282,0.6612995481
5604,1.695684545,-3.013814147,-0.009421929141,0.1571343018,-0.8146064058,0.008377108086,0.5691839286,0.01568204935,-1.556340929,3.056412526,0.6623416714
5605,1.689196085,-3.021215305,-0.001384078545,0.1490958497,-0.7866533622,0.001272077136,0.5979878034,0.006247776678,-1.550093044,3.037290651,0.6743064768
5606,1.680308606,-3.020615167,0.002762099791,0.1535744664,-0.7892465699,0.004444912689,0.5890961888,0.01432060403,-1.545150425,3.047468198,0.6854394361
5607,1.687339779,-3.009287178,-0.03724690825,0.1536157433,-0.7955411615,0.02954019952,0.5631590224,0.02316995007,-1.558818958,3.0684235,0.6920093006
5608,1.708079807,-3.016032918,-0.0372718681,0.1596372667,-0.8044615275,0.01641297666,0.5620277805,0.04377393873,-1.576140842,3.092995374,0.6899377806
5609,1.708079807,-3.016032918,-0.0372718681,0.1596372667,-0.8044615275,0.01641297666,0.5620277805,0.04377393873,-1.576140842,3.092995374,0.6899377806
